ref,nome,tags_seo,produtos_similares_ref,descritivo_do_produto,composi_o,altura,largura,profundidade,category,stock,price,peso,url
CAS44G,"Bandeja Gaiola","Bandeja, Bandeja Grande, Utilitário","CAS17P,CAS45,CAS41M,CAS37G,CAS19G","Café da manhã bem servido, almoço na piscina ou casa de campo? Esta é sua escolha perfeita. Feitas em madeira pintada","Bandeja em madeira.",19,50,33,"Casa,Bandejas,Novidade",1,"395,86","0,322",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS44P,"Bandeja Gaiola","Bandeja, Bandeja Pequena, Bandeja Média, Utilitário","CAS17P,CAS45,CAS41P,CAS37M,CAS19P","Café da manhã bem servido, almoço na piscina ou casa de campo? Esta é sua escolha perfeita. Feitas em madeira pintada.

","Bandeja em madeira.",19,37,25,"Casa,Bandejas,Novidade",2,"263,91","0,300",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS45,"Bandeja Milão","Bandeja, Bandeja em Madreperola, Utilitário","CAS41M,CAS46G,CAS46P,CAS50,(BRANCO)","Linhas retas em elementos clássicos, uma escolha sem margem de erro! super chique, tem acabamento em madrepérola.

","Bandeja em madreperóla;",5,52,17,"Casa,Bandejas,Novidade",2,"659,77","1,130",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS46G,"Caixa Gioia","Caixa, Porta Jóias, Porta Objetos, Objeto Decorativo, Objeto em Madreperola","CAS15,CAS25,CAS41M,CAS46G,CAS46P,","Uma delicadeza para complementar mesas de centro ou laterais da sala. Com acabamento em madrepérola.

","Caixa em madrepérola.",13,30,23,"Casa,Caixas,Novidade",2,"659,77","1,156",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS46P,"Caixa Gioia","Caixa, Porta Jóias, Porta Objetos, Objeto Decorativo, Objeto em Madreperola","CAS15,CAS25,CAS41P,CAS45,CAS44P","Uma delicadeza para complementar mesas de centro ou laterais da sala. Com acabamento em madrepérola.


","Caixa em madrepérola.",8,20,13,"Casa,Caixas,Novidade",2,"659,77","0,480",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS47G,"Centro de Mesa Trama","Centro de Mesa, Fruteira, Objeto Decorativo, Utilitário",",CAS48,CAS89,CAS65G,CAS65M,CAS53","Acredite. Este é O elemento que faltava para elevar seu décor às alturas! Trama feita em metal.","Fruteira em metal com acabamento dourado.",17,37,37,"Casa,Centros de Mesa,Novidade",2,"434,37","0,544g",https://abbiacasa.com.br/import-image/CAS47G.jpg
CAS47M,"Centro de Mesa Trama","Centro de Mesa, Fruteira, Objeto Decorativo, Utilitário","CAS48,CAS89,VAS65G,CAS65M,CAS53","Acredite. Este é O elemento que faltava para elevar seu décor às alturas! Trama feita em metal.





","Fruteira em metal com acabamento dourado.",14,30,30,"Casa,Centros de Mesa,Novidade",2,"325,70","0,309",https://abbiacasa.com.br/import-image/CAS47M.jpg
CAS48,"Centro de Mesa Libélula","Centro de Mesa, Fruteira, Objeto Decorativo, Utilitário","CAS48,CAS89,VAS65G,CAS65M,CAS53","Formas orgânicas com estilo art nouveau fazem deste item um verdadeiro sucesso. Très chic! Trama feita em metal.


","Fruteita em metal com acabamento dourado.",10,45,45,"Casa,Centros de Mesa,Novidade",2,"325,70","0,497",https://abbiacasa.com.br/import-image/CAS48.jpg
CAS49,"Cachepot Cosmopolitan","Cachepot, Objeto Decorativo, Objeto Moderno, Objeto Contemporâneo","CAS15,CAS25,CAS49,(DOURADO),CAS52,CAS68","Ideia brilhante para quem adora um visual urbano e sofisticado. Feito em metal com acabamento fosco.","Cachepot em metal com acabamento preto.",9,40,12,"Casa,Cachepots,Novidade",2,"337,80","0,425",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS49,"Cachepot Cosmopolitan","Cachepot, Objeto Decorativo, Objeto Moderno, Objeto Contemporâneo","CAS15,CAS25,CAS49,(PRETO),CAS52,CAS68","Ideia brilhante para quem adora um visual urbano e sofisticado. Feito em metal com acabamento fosco.


","Cachepot em metal com acabamento preto.",9,40,12,"Casa,Cachepots,Novidade",2,"361,95","0,425",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS50,"Bandeja Crepon ","Bandeja, Objeto Decorativo, Objeto Moderno, Objeto Contemporâneo","CAS26G,CAS51,CAS52,CAS67,(PRETO),CAS68","Para ousar e apostar certo em linhas e formas surpreendentes. Feita em poliresina.


","Centro de mesa em poliresina.",6,40,35,"Casa,Bandejas,Novidade",2,"447,25","2,393",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS51,"Vaso Coral","Vaso, Cachepot, Vaso Modernos, Vaso Contemporâneo, Vaso em Poliresina","CAS26G,CAS52,CAS50,(BRANCO),CAS67,(PRETO),CAS68","Uma inspiração do fundo do mar que cai bem em qualquer decoração. Feito em poliresina.


","Vaso em poliresina.",38,20,20,"Casa,Vasos,Novidade",1,"447,25","1,808",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS52,"Cachepot Lava ","Vaso, Cachepot, Vaso Moderno, Vaso Contemporâneo, Vaso em Poliresina","CAS26G,CAS50,CAS51,CAS67,(PRETO),CAS68","Peça confeccionada em poliresina, é super bacana e fora do convencional!


","Cachepot em poliresina.",13,26,16,"Casa,Cachepots ,Novidade",2,"347,80","0,637",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS53,"Fruteira Wire","Fruteira, Centro de Mesa, Objeto Decorativo, Utilitário","CAS04,CAS05,CAS27,CAS32,(NUDE),CAS33","Aposte no ar urbano e design inovador desta peça em metal, e o resto é mágica! 


","Fruteira em metal com acabamento dourado.",21,19,19,"Casa,Fruteiras,Novidade",2,"361,95","0,473",https://abbiacasa.com.br/import-image/CAS53.jpg
CAS54,"Vaso Carretel","Vaso, Cerâmica, Cachepot, Objeto Decorativo","CAS22,CAS23,CAS24G,CAS42M,CAS21G,","Experimentar novidades é sempre gostoso. Então...aproveite para brincar com este mix sugestivo de curvas e retas! Feito em cerâmica.



","Vaso em cerâmica.",18,10,10,"Casa,Vasos,Novidade",4,"74,35","0,427",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS55,"Vaso Módulo","Vaso, Cerâmica, Cachepot, Objeto Decorativo","CAS22,CAS23,CAS24G,CAS42P,CAS21P","Experimentar novidades é sempre gostoso. Então...aproveite para brincar com este mix sugestivo de curvas e retas! Feito em cerâmica.


","Vaso em cerâmica.",15,10,10,"Casa,Vasos ,Novidade",4,"57,00","0,329",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS56,"Vaso Apolo","Vaso, Cerâmica, Objeto Decorativo, Vasos Pequeno","CAS22,CAS23,CAS24G,CAS42P,CAS21P","Experimentar novidades é sempre gostoso. Então...aproveite para brincar com este mix sugestivo de curvas e retas! Feito em cerâmica.


","Vaso em cerâmica.",9,10,10,"Casa,Vasos,Novidade",4,"43,52","0,300",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS57,"Vaso Marino","Vaso Vaso em Poliresina, Vaso Moderno, Vaso Contemporâneo","CAS51,CAS52,CAS58,CAS59,CAS60,","Do grupo ""peças que amamos"", este vaso em cerâmica une design e funcionalidade com perfeição.


","Vaso em poliresina.",41,23,9,"Casa,Vasos,Novidade",2,"571,55","2,120",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS58,"Vaso Poli","Vaso, Vaso em Poliresina, Vasos Modernos, Vasos Contemporâneos","CAS51,CAS52,CAS57,CAS59,CAS60,","Um charme à parte, esta peça super funcional parece ter vida própria. Feito em cerâmica.


","Vaso em poliresina.",36,20,9,"Casa,Vasos,Novidade",2,"472,10",1.523,https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS59,"Vaso Viola","Vaso, Cerâmica, Vaso em Cerâmica, Vaso Moderno, Vaso Contemporâneo","CAS51,CAS52,CAS57,CAS58,CAS60","Formas que remetem ao nordeste brasileiro fazem desta cerâmica uma peça única.



","Vaso em cerâmica.",39,20,20,"Casa,Vasos ,Novidade",2,"621,25","2,316",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS60,"Vaso Organe","Vaso, Cerâmica, Vaso em Cerâmica, Vaso Moderno, Vaso Contemporâneo","CAS51,CAS52,CAS57,CAS58,CAS59","A assimetria e a organicidade são os grandes destaques desta peça em cerâmica.

","Vaso em cerâmica.",28,16,16,"Casa,Vasos ,Novidade",2,"347,80","1,089",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS61,"Ilustração Veios","Ilustrações, Fine Art, Quadro Decorativo, Gravura","CAS16,CAS36,CAS62,CAS66,CAS69","Uma imagem com infinitas interpretações dá o toque de vida ao ambiente. Peça com moldura em madeira.


","Quadro com ilustração com impressão fine art e moldura em madeira.",80,60,4,"Casa,Ilustrações,Novidade",1,"659,77","1,668",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS62,"Ilustração Gatsby","Ilustrações, Fine Art, Quadro Decorativo, Gravura","CAS16,CAS36,CAS61,CAS66,CAS69","Acredite na sobriedade que este mood Art Déco pode fazer na sua decoração. Elegante até! Peça com moldura em madeira.


","Quadro com ilustração com impressão fine art e moldura em madeira.",100,86,4,"Casa,Ilustrações,Novidade",1,"989,00",3,https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS63,"Enfeite Elos","Enfeite para a Casa, Objeto Decorativos, Objetos em Madeira","CAS07,CAS11,CAS12,CAS28,CAS29","Pequenas medidas podem fazer uma grande diferença. Divirta-se com o décor adicionando esta peça em madeira maciça.

","Enfeite em madeira maciça.",9,20,20,"Casa,Peças Decorativas,Novidade",1,"395,77","0,584",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS64,"Cachepot Joy","Cachepot, Objeto Decorativo, Objeto Moderno, Objetos Contemporâneo, Utilitário","CAS07,CAS11,CAS12,CAS65G,CAS65M","Elegância e simplicidade são os grandes aliados desta peça. Feito em madeira maciça.

","Cachepot em madeira maciça;",12,30,30,"Casa,Cachepots ,Novidade",1,"373,77","1,261",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS65G,"Vaso Pinho","Vaso, Vaso em Madeira, Fruteira, Utilitário, Objeto Decorativo","CAS07,CAS11,CAS12,CAS64,CAS65M","Esta mistura ideal de texturas e linhas vão fazer toda a diferença na sua casa. Feito em madeira maciça.","Vaso em madeira macica;",7,28,28,"Casa,Vasos,Novidade",2,"362,77","1,441",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS65M,"Vaso Pinho","Vaso, Vaso em Madeira, Fruteira, Utilitário, Objeto Decorativo","CAS07,CAS11,CAS12,CAS64,CAS65G","Esta mistura ideal de texturas e linhas vão fazer toda a diferença na sua casa. Feito em madeira maciça.

","Vaso em madeira macica;",29,24,24,"Casa,Vasos,Novidade",2,"417,77","0,1253",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS66,"Espelho Mundi","Espelhos, Espelho Contemporâneo, Espelho Moderno, Espelho Art Déco","CAS07,CAS36,CAS61,CAS62,CAS69","Um favorito Abbia Casa, esta é uma aposta que vai mudar sua parede.
Além de iluminar dar amplitude, é personalidade pura para o décor. Espelho com moldura em metal.


","Espelho com acabamento em aço na cor dourada.",90,80,1,"Casa,Espelhos,Novidade",2,"1 943,00",10,https://abbiacasa.com.br/import-image/CAS66.jpg
CAS67,"Bandeja Crepon ","Bandeja, Objeto Decorativo, Objeto Moderno, Objeto Contemporâneo","CAS20,CAS68,CAS50,(BRANCA),CAS51,CAS52,","Para ousar e apostar certo em linhas e formas surpreendentes. Feita em poliresina.


","Centro de mesa em poliresina.",6,40,35,"Casa,Bandejas,Novidade",2,"447,25","2,393",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS68,"Cachepot Lava ","Vaso, Cachepot, Vaso Moderno, Vaso Contemporâneo, Vaso em Poliresina","CAS20,CAS67,(PRETO),CAS50,(BRANCA),CAS51,CAS52,","Peça confeccionada em poliresina, é super bacana e fora do convencional!




","Cachepot em poliresina.",13,26,16,"Casa,Cachepots,Novidade",2,"347,80","0,637",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS69,"Jogo de Ilustrações Tetris","Ilustrações, Fine Art, Quadro Decorativo, Gravura","CAS16,CAS36,CAS61,CAS62,CAS66","O lúdico e o decorativo estão lado a lado em infinitas possibilidades de composição. Moldura em madeira e acabamento em vidro. Peça vendida por unidade.


","Ilustrações em impressão fine art, moldura em madeira e acabamento em vidro.",36,15,15,"Casa,Ilustrações,Novidade",6,"219,94","1,053",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS70,"Home Spray Fresh Rosemary","Spray para o Ambiente, Home Spray, Aromatizador de Ambientes, Aroma para a Casa, Aroma para Ambientes","CAS71,CAS72,CAS73,CAS74,CAS78","Para dar um up no astral, este mix do alecrim com o doce delicado da tangerina resulta em um perfume alegre e cheio de energia.
Os óleos essenciais de alecrim, tangerina e eucalipto são ótimos para purificar e limpar o ambiente.

","100% natural e vegano. Livre de parabenos, propilenoglicol, corantes e conservantes. Não testado em animais. Embalagem em vidro reutilizável e reciclável.",18,6,6,"Casa,Home Sprays",5,"88,20","0,375",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS71,"Home Spray Lavender Fields","Spray para o Ambiente, Home Spray, Aromatizador de Ambiente, Aromas para a Casa, Aromas para Ambiente","CAS70,CAS72,CAS73,CAS74,CAS79","Nada como chegar em casa e se sentir revigorado! Um mix de óleos de lavanda, Cedro do Marrocos e eucalipto dá o tom para esta fragrância fresca, floral e amadeirada. Indicada para momentos de puro relax e repor energias! 

","100% natural e vegano. Livre de parabenos, propilenoglicol, corantes e conservantes. Não testado em animais. Embalagem em vidro reutilizável e reciclável.",18,6,6,"Casa,Home Sprays",5,"88,20","0,375",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS72,"Home Spray Lemon Grass","Spray para o Ambiente, Home Spray, Aromatizador de Ambiente, Aromas para a Casa, Aromas para Ambiente","CAS70,CAS71,CAS73,CAS74,CAS80","Um blend do poderoso capim limão com óleos essenciais de Litsea Cubeba (May Chang) e Cedro do Marrocos. Um aroma aconchegante que revigora, reenergiza e tranquiliza.

","100% natural e vegano. Livre de parabenos, propilenoglicol, corantes e conservantes. Não testado em animais. Embalagem em vidro reutilizável e reciclável.",18,6,6,"Casa,Home Sprays",3,"88,20","0,375",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS73,"Vela Perfumada Rain Forest","Vela, Vela Perfumada, Vela Aromatizadora de Ambiente, Aroma para a Casa","CAS06P,CAS74,CAS78,CAS79,CAS80","A fragrância complexa e intensa leva notas de samambaia, orquídeas selvagens e madeiras nobres. Exuberante como uma floresta tropical!

","100% natural e vegano. Livre de parabenos, propilenoglicol, corantes e conservantes. Não testado em animais. Embalagem em vidro reutilizável e reciclável.",10,9,9,"Casa,Velas Perfumadas",3,"132,30","0,460",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS74,"Vela Perfumada Mediterrâneo","Vela, Vela Perfumada, Vela Aromatizadora de Ambiente, Aroma para a Casa","CAS06P,CAS73,CAS78,CAS79,CAS80","O aroma leve e frutado é composto por uma mistura de sea salt com gengibre, figo e muguet. Fresco como a brisa do mar!

","100% natural e vegano. Livre de parabenos, propilenoglicol, corantes e conservantes. Não testado em animais. Embalagem em vidro reutilizável e reciclável.",10,9,9,"Casa,Velas Perfumadas",4,"132,30","0,460",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS75,"Home Spray Flor de Cereja Negra e Peônia","Spray para o Ambiente, Home Spray, Aromatizador de Ambiente, Aroma para a Casa, Aroma para Ambiente","CAS70,CAS71,CAS72,CAS76,CAS77","Especial para quem espera um aroma intenso e marcante, resultado de um mix exótico - o aroma adocicado da cereja negra com o floral e delicado da peônea. Sucesso sofisticado e cheio de romance.

Frasco em vidro. Acompanha saquinho em microfibra.

","Àgua, àlcool, fragrâncias e conservador",20,7,7,"Casa,Home Sprays",4,"75,00","0,300",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS76,"Home Spray Flor de Figo e Sândalo","Spray para o Ambiente, Home Spray, Aromatizador de Ambiente, Aroma para a Casa, Aroma para Ambiente","CAS70,CAS71,CAS72,CAS75,CAS77","Mistura perfeita para que quer trazer aquela sensação de bem-estar e conforto para o ambiente, as propriedades purificadoras e terapêuticas do sândalo e folhas verdes se unem à doçura do figo e da baunilha. Com personalidade marcante, um perfume levemente denso e delicado.

Frasco em vidro. Acompanha saquinho em microfibra.
","Àgua, àlcool, fragrâncias e conservador",20,7,7,"Casa,Home Sprays",4,"75,00","0,300",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS77,"Home Spray de Flor de Cerejeira e Pamplemousse","Spray para o Ambiente, Home Spray, Aromatizador de Ambiente, Aroma para a Casa, Aroma para Ambiente","CAS70,CAS71,CAS72,CAS75,CAS76","Mistura perfeita do aroma floral da Flor de Cerejeira com fundo levemente cítrico de pamplemousse, nossa conhecida toranja.
O aroma com notas florais e intensas remetem ao romantismo e à doçura, para dar um toque feminino ao ambiente.
Frasco em vidro. Acompanha saquinho em microfibra

","Àgua, àlcool, fragrâncias e conservador",20,7,7,"Casa,Home Sprays",4,"75,00","0,300",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS78,"Vela Flor de Figo e Sândalo","Vela, Vela Perfumada, Vela Aromatizadora de Ambiente, Aroma para a Casa",",CAS73,CAS74,CAS75,CAS79,CAS80","Traga uma sensação de bem-estar e conforto para o ambiente com as propriedades purificadoras e terapêuticas do sândalo e folhas verdes, que se unem à doçura do figo e da baunilha. De personalidade marcante, um perfume levemente denso e delicado.

Duração 40 horas. Livre de parafinas. Vegana. Eco-Friendly. Cruelty Free. Biodegradável. Copo de vidro reutilizável.

","Blend de ceras naturais 100% livre de parafina;",9,8,8,"Casa,Velas Perfumadas",5,"75,00","0,410",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS79,"Vela Cereja Negra e Peônia","Vela, Vela Perfumada, Vela Aromatizadora de Ambiente, Aroma para a Casa","CAS73,CAS74,CAS75,CAS78,CAS80","Especial para quem espera um aroma intenso e marcante, resultado de um mix exótico - o aroma adocicado da cereja negra com o floral e delicado da peônea. Sucesso sofisticado e cheio de romance.

Duração 40 horas. Livre de parafinas. Vegana. Eco-Friendly. Cruelty Free. Biodegradável. Copo de vidro reutilizável.


","Blend de ceras naturais 100% livre de parafina;",9,8,8,"Casa,Velas Perfumadas",2,"75,00","0,410",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS80,"Vela Flor de Cerejeira e Pamplemousse","Vela, Vela Perfumada, Vela Aromatizadora de Ambiente, Aroma para a Casa",",CAS73,CAS74,CAS75,CAS78,CAS79","Uma deliciosa união do aroma floral da Flor de Cerejeira com fundo levemente cítrico de pamplemousse, nossa conhecida toranja.
O aroma com notas florais e intensas remetem ao romantismo e à doçura, para dar um toque feminino ao ambiente.

Duração 40 horas. Livre de parafinas. Vegana. Eco-Friendly. Cruelty Free. Biodegradável. Copo de vidro reutilizável.

","Blend de ceras naturais 100% livre de parafina;",9,8,8,"Casa,Velas Perfumadas",6,"75,00","0,410",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS81,"Vaso Papier","Vaso, Cerâmica, Vaso em Cerâmica, Vaso Moderno, Vaso Contemporâneo, Cachepot","CAS82,CAS83,CAS84,CAS85,CAS86","O visual de movimento faz esta peça ainda mais especial. Feita em cerâmica fosca, é a chave para dar um belo upgrade na sua estante ou mesa lateral.

","Vaso em cerâmica.",35,14,14,"Casa,Vasos,Novidade",6,"407,00","1,742",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS82,"Vaso Coluna","Vaso, Cerâmica, Vaso em Cerâmica, Vaso Moderno, Vaso Contemporâneo, Cachepot","CAS81,CAS83,CAS84,CAS85,CAS86","A simplicidade da forma já é incrível por si só, mas também permite possibilidades para brincar com outras peças mais rebuscadas. Versatilidade clássica!  Feito em cerâmica fosca nude.


","Vaso em cerâmica.",20,14,14,"Casa,Vasos,Novidade",2,"144,00","0,879",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS83,"Vaso Fazenda","Vaso, Cerâmica, Vaso em Cerâmica, Cerâmica Terracota","CAS81,CAS82,CAS84,CAS85,CAS86","Uma peça com personalidade para destacar pontos estratégicos da sala ou da cozinha! Feito em argila terracota fosca.    ","Vaso em cerâmica.",30,26,26,"Casa,Vasos,Novidade",2,"455,00","2,385",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS84,"Vaso Afro","Vaso, Cerâmica, Vaso em Cerâmica, Cerâmica Terracota","CAS81,CAS82,CAS83,CAS85,CAS86","Uma homenagem à beleza da cultura afro-brasileira, fica lindíssimo como parte de qualquer décor. Feito em argila terracota fosca.


","Vaso em cerâmica.",20,34,34,"Casa,Vasos,Novidade",1,"455,00","2,231",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS85,"Vaso Quênia","Vaso, Cerâmica, Vaso em Cerâmica, Cerâmica Terracota","CAS81,CAS82,CAS83,CAS84,CAS86","O mix surpreendente de formas dá vida à esta peça confeccionada em argila terracota fosca.


","Vaso em cerâmica.",28,20,20,"Casa,Vasos,Novidade",2,"385,00","1,640",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS86,"Vaso Granado","Vaso, Cerâmica, Cerâmica Rosa, Vaso Grande","CAS81,CAS82,CAS83,CAS84,CAS85","Inspirado nas construções coloniais, faz um efeito incrível em casa!  

","Vaso em cerâmica.",35,18,18,"Casa,Vasos,Novidade",3,"420,00","1,254",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS87G,"Bandeja Etnia","Bandeja, Cestaria, Cestaria em Fibra Natural, Centro de Mesa, Fruteira","CAS88,CA89,CAS90,CAS107G,CAS107M","Despretensiosamente chique e super versátil, também pode ser usada como centro de mesa. Confeccionada artesanalmente com fibras naturais. 
","Bandeja em Fibras Naturais.",9,60,34,"Casa,Cestarias,Novidade",2,"75,00","0,851",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS87M,"Bandeja Etnia","Bandeja, Cestaria, Cestaria em Fibra Naturail,Centro de Mesa, Fruteira","CAS88,CA89,CAS90,CAS107G,CAS107M","Despretensiosamente chique e super versátil, também pode ser usada como centro de mesa. Confeccionada artesanalmente com fibras naturais. 
","Bandeja em Fibras Naturais.",9,56,29,"Casa,Cestarias,Novidade",6,"75,00","0,692",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS88,"Centro de Mesa Pará","Centro de Mesa, Cestaria, Cestaria em Fibra Natural, Fruteira","CAS87G,CAS87M,CAS89,CAS107G,CAS107M","O artesanato brasileiro comprova toda sua riqueza em peças como esta, que pode e deve ser usada como sua imaginação mandar!   ","Centro de mesa em fibras naturais.",12,37,37,"Casa,Cestarias,Novidade",2,"75,00","0,300",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS89,"Centro de Mesa Canoa","Centro de Mesa, Cestaria, Cestarias em Fibra Natural, Fruteira","CAS87G,CAS87M,CAS89,CAS107G,CAS107M","Confeccionada à mão por mestres artesãos, esta é uma escolha certeira: fica linda sobre a mesa de jantar, da cozinha e até na de centro. Trama de fibras naturais.


","Centro de mesa em fibras naturais.",9,34,27,"Casa,Cestarias,Novidade",4,"75,00","0,457",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS90,"Fruteira Ticuna","Fruteira, Cestaria, Cestaria em Fibra Natural","CAS87G,CAS87M,CAS89,CAS107G,CAS107M","O trabalho artesanal do norte do Brasil dá vida a esta peça trabalhada em fibras naturais, que aliás é uma grande tendência de décor!


","Fruteira em fibras naturais.",9,32,32,"Casa,Cestarias,Novidade",4,"75,00","0,414",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS91,"Descanso para Utensílios Luna","Descanso para Utensílios, Cerâmica, Cerâmica Terracota, Utilitário","CAS92,CAS93,CAS94,CAS95,CAS96","Este descanso de utensílios é ideal para seus momentos de chef! Feito em cerâmica terracota queimada e interior esmaltado.

","Descanso em cerâmica rústica com acabamento interno esmaltado.",3,10,10,"Casa,Descansos para Utensílios,Novidade",5,"55,00","0,300",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS92,"Cinzeiro Coco","Cinzeiro, Cerâmica, Cerâmica Terracota, Utilitário","CAS91,CAS93,CAS94,CAS95,CAS96","Para quem gosta de estilo na hora de relaxar. Feito em cerâmica terracota queimada e interior esmaltado.

","Cinzeiro em cerâmica rústica com acabamento interno esmaltado.",11,4,11,"Casa,Cinzeiros,Novidade",4,"69,00","0,300",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS93,"Set de Café Mocca","Sets para Cafe, Xícara, Xícara em Cerâmica, Xícara em Cerâmica Terracota ","CAS91,CAS92,CAS94,CAS95,CAS96","Poucas coisas são tão gostosas quanto um cafezinho, que agora vai ganhar outros ares. Feita em cerâmica terracota queimada e interior esmaltado.
Para 80 ml

","Set de xicaras em cerâmica rústica com acabamento interno esmaltado.",5,7,7,"Casa,Xícaras,Novidade",6,"59,00","0,300",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS94,"Manteigueira Verano","Mantegueira, Mantegueira em Cerâmica, Mantegueira em Cerâmica Terracota, Utilitário","CAS91,CAS92,CAS93,CAS95,CAS96","Complemente a mesa do café com este item atemporal. Feita em cerâmica terracota queimada e interior esmaltado.
Para tabletes de 200 g

","Mategueira com acabamento em cerâmica rústica com interior com acabamento esmaltado.",5,9,20,"Casa,Manteigueiras,Novidade",4,"189,00","0,405",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS95,"Quarteto Trevo","Petisqueira, Petisqueira em Cerâmica, Petisqueira em Cerâmica Terracota, Utilitário","CAS91,CAS92,CAS93,CAS95,CAS97","Com esse set lindinho você compartilha aperitivos e o charme de receber bem! Feito em cerâmica terracota queimada e interior esmaltado.

","Set de bowls com acabamento em cerâmica rústica com interior com acabamento esmaltado.",5,21,21,"Casa,Petisqueiras,Novidade",3,"752,00","0,711",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS96,"Espremedor Cottage","Espremedor de Suco, Espremedor de Suco em Cerâmica, Espremedor de suco em Cerâmica Terracota ","CAS91,CAS92,CAS93,CAS95,CAS97","Comece o dia com estilo e seu suco ultra fresco, espremido na hora! Feito em cerâmica terracota queimada e interior esmaltado.

","Espremedor de suco com acabamento em cerâmica rústica com interior com acabamento esmaltado.",5,22,17,"Casa,Espremedores para Sucos,Novidade",3,"248,00","0,626",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS97,"Moringa Brisa","Moringa, Moringa em Cerâmica, Moringa em Cerâmica Terracota, Utilitário",",,CAS91,CAS92,CAS93,CAS99,CAS100","Água fresquinha na cabeceira ou na mesa de trabalho: não tem preço! Feita de argila branca queimada e interior com esmalte transparente. 
Para 600 ml.

","Moringa com acabanto em cermica rústica com interior com acabamento esmaltado.",22,10,10,"Casa,Moringas,Novidade",6,"249,00","0,541",https://www.gazin.com.br/images/jpg/produto-default.jpg
CAS98,"Espremedor Marmo","Espremedor de Suco, Espremedor de Suco em Cerâmica, Espremedor de suco em Cerâmica Terracota ","CAS92,CAS96,CAS97,CAS99,CAS100","Comece o dia com estilo e seu suco ultra fresco. Feito em cerâmica terracota queimada e interior esmaltado. Detalhe bacana da estampa? Não existem duas iguais!

","Espremedor de suco com acabamento em cerâmica rústica com interior com acabamento esmaltado.",5,22,17,"Casa,Espremedores para Sucos,Novidade",2,"289,00","0,626",https://www.gazin.com.br/images/jpg/produto-default.jpg
